run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	evaluated_alignments_in_new	evaluated_alignments_in_old	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
8_50_300_20_float	3077	1657	84.34264705882353	6.302941176470588	45.32279411764706	0	268	78	334	525	345	1274	962	0.0	-1.0	-499	-270	0	277	277	55	1	269	544	135
2_50_300_20_nonfl	2898	1657	71.92330383480827	0.7743362831858407	36.348820058997056	0	124	209	345	504	345	1275	959	2.0	-1.0	-495	-300	0	259	259	48	81	205	462	135
8_30_300_36_float	2485	1657	71.46742671009773	13.356677524429967	42.41205211726385	0	259	78	277	441	345	1596	629	0.0	-1.0	-403	-255	12	249	237	42	1	260	468	145
10_40_500_20_float	3763	1657	79.0466472303207	-12.090379008746355	45.56851311953353	1	274	74	338	558	345	1274	523	0.0	-1.0	-473	-948	0	367	367	55	2	276	568	116
6_70_500_12_nonfl	3451	1657	124.70209580838323	-26.09131736526946	75.39670658682635	2	111	174	383	579	345	1361	959	4.0	-1.0	-495	-948	0	302	302	74	64	175	503	101
4_50_700_28_float	2279	1657	40.01060606060606	3.783333333333333	21.896969696969695	1	286	97	277	423	345	1274	962	0.0	-1.0	-681	-948	3	201	198	25	1	287	508	151
2_60_100_20_nonfl	2649	1657	143.37155963302752	37.18960244648318	90.28058103975535	0	110	189	355	513	345	1597	966	3.0	-1.0	-495	-120	1	183	182	84	83	193	385	186
6_60_300_12_nonfl	3549	1657	134.62089552238805	-10.104477611940299	72.36268656716418	0	109	169	392	606	345	1361	959	6.5	-1.0	-355	-353	0	317	317	81	59	168	496	115
10_50_700_12_nonfl	3290	1657	133.5059171597633	-40.946745562130175	87.22633136094674	2	107	169	400	594	345	1297	653	8.0	-1.0	-475	-948	0	282	282	85	65	172	514	97
10_70_100_20_float	2507	1657	140.2439024390244	40.1890243902439	90.21646341463415	0	226	87	343	505	345	1506	965	3.0	-1.0	-499	-100	1	167	166	85	0	226	479	177
8_50_700_20_float	3127	1657	78.13382352941177	-14.75294117647059	46.44338235294118	2	278	70	332	513	345	1274	962	0.0	-1.0	-499	-948	0	286	286	48	2	280	561	117
2_30_500_12_nonfl	10322	1657	142.94169096209913	-33.957725947521865	88.44970845481049	2	106	163	417	995	345	1361	363	15.5	-1.0	-475	-948	0	1322	1322	99	73	179	528	85
4_50_300_20_nonfl	2770	1657	71.92330383480827	0.7743362831858407	36.348820058997056	0	124	209	345	497	345	1275	959	2.0	-1.0	-495	-300	0	243	243	48	81	205	462	135
10_70_500_12_float	5223	1657	173.6182634730539	-19.34131736526946	96.47979041916167	2	207	53	408	745	345	1366	962	25.0	-1.0	-730	-948	0	530	530	109	2	209	559	107
4_60_100_28_float	2204	1657	132.7258064516129	48.86774193548387	90.79677419354839	0	215	91	314	460	345	1596	962	2.0	-1.0	-1039	-100	8	160	152	77	0	215	424	196
10_50_100_12_float	4732	1657	219.6139053254438	8.488165680473372	114.05103550295858	0	188	45	443	794	345	1366	524	40.5	-1.0	-360	-114	0	443	443	142	1	189	559	116
8_40_500_28_nonfl	1833	1657	48.560810810810814	-2.375	25.467905405405407	0	122	204	266	380	345	1275	608	0.0	-1.0	-682	-500	16	160	144	28	77	199	389	126
6_30_500_28_nonfl	2246	1657	56.7984126984127	-6.858730158730158	31.82857142857143	0	121	206	303	432	345	1370	631	0.0	-1.0	-682	-500	9	209	200	36	82	203	424	124
2_70_500_20_float	2706	1657	68.38358208955223	-7.441791044776119	37.91268656716418	1	281	79	310	466	345	1274	962	0.0	-1.0	-499	-948	0	211	211	41	1	282	543	126
2_30_300_20_nonfl	5687	1657	84.12608695652175	-7.323188405797102	45.72463768115942	0	122	205	363	633	345	1370	631	2.0	-1.0	-475	-300	0	621	621	62	84	206	481	125
10_40_500_12_float	7177	1657	185.99707602339183	-26.86842105263158	106.43274853801171	2	193	51	440	925	345	1405	458	39.0	-1.0	-730	-948	0	812	812	127	2	195	585	97
4_70_300_36_float	1494	1657	26.261029411764707	22.472426470588236	24.36672794117647	0	259	78	207	314	345	1209	1026	0.0	-1.0	-998	-255	30	130	100	16	0	259	405	139
10_30_300_12_nonfl	3691	1657	148.87391304347827	-22.576811594202898	85.72536231884058	0	106	159	425	667	345	1361	458	18.0	-1.0	-475	-353	0	337	337	103	68	174	529	93
8_70_100_28_float	1974	1657	125.03678929765886	46.67725752508361	85.85702341137123	0	213	89	296	422	345	1506	962	0.0	-1.0	-1039	-100	11	133	122	72	0	213	409	189
10_30_500_28_nonfl	1721	1657	65.28191489361703	-9.698581560283689	37.49024822695036	0	120	183	261	364	345	1370	608	0.0	-1.0	-359	-500	26	155	129	34	77	197	386	101
6_50_300_20_nonfl	2594	1657	71.93786982248521	0.23964497041420119	36.08875739644971	0	124	209	343	488	345	1275	959	1.5	-1.0	-495	-300	0	223	223	48	81	205	462	133
6_30_700_36_float	2474	1657	23.72712933753943	13.85173501577287	18.78943217665615	0	287	101	246	427	345	962	818	0.0	-1.0	-398	-382	4	256	252	18	1	288	479	154
2_40_300_20_nonfl	3499	1657	76.4533527696793	-3.5349854227405246	39.99416909620991	0	124	211	351	541	345	1275	631	2.0	-1.0	-495	-300	0	333	333	54	82	206	471	133
4_30_700_20_float	7066	1657	87.49416909620992	-21.714285714285715	54.60422740524781	2	271	65	350	679	345	1274	460	2.0	-1.0	-467	-948	0	790	790	62	3	274	579	104
4_60_300_36_nonfl	1568	1657	24.82967032967033	20.126373626373628	22.478021978021978	0	123	196	227	318	345	1209	717	0.0	-1.0	-999	-300	27	136	109	17	84	207	321	141
2_40_700_36_nonfl	2347	1657	5.659163987138264	6.07556270096463	5.867363344051447	0	128	240	254	401	345	717	631	0.0	-1.0	-999	-700	7	245	238	10	86	214	389	147
6_30_500_28_float	4673	1657	51.24852941176471	3.786764705882353	27.51764705882353	0	276	97	307	547	345	1274	672	0.0	-1.0	-681	-382	2	525	523	40	1	277	534	145
6_30_100_36_float	3155	1657	207.41955835962145	42.48264984227129	124.95110410094637	0	170	89	375	587	345	1596	818	20.0	-1.0	-438	-112	4	272	268	118	1	171	429	204
8_60_500_36_float	1634	1657	15.704626334519572	14.177935943060499	14.941281138790035	0	268	83	211	326	345	895	653	0.0	-1.0	-998	-382	18	141	123	9	0	268	427	135
8_30_100_20_float	7213	1657	180.8144927536232	20.08405797101449	100.44927536231884	0	209	62	419	782	345	1628	672	23.0	-1.0	-502	-112	0	748	748	125	2	211	538	150
8_60_700_20_float	2814	1657	77.26112759643917	-14.565281899109792	45.91320474777448	2	281	69	324	485	345	1274	962	0.0	-1.0	-499	-948	0	229	229	45	1	282	555	118
8_60_300_28_float	2028	1657	49.00155279503105	19.743788819875775	34.37267080745342	0	273	96	275	400	345	1596	962	0.0	-1.0	-815	-255	5	150	145	27	0	273	478	166
8_60_700_20_nonfl	2172	1657	66.75379939209726	-24.90577507598784	45.829787234042556	2	127	203	328	428	345	1275	959	0.0	-1.0	-495	-756	2	152	150	36	75	202	469	114
8_60_500_20_float	2775	1657	71.69881305637982	-7.946587537091988	39.8227002967359	1	279	75	320	489	345	1274	962	0.0	-1.0	-499	-948	0	230	230	45	1	280	550	123
6_50_100_36_float	2265	1657	148.3527397260274	55.74486301369863	102.04880136986301	0	172	107	305	464	345	1596	901	3.0	-1.0	-1040	-100	17	200	183	85	1	173	393	190
2_70_700_20_nonfl	2549	1657	63.55239520958084	-23.362275449101798	43.45733532934132	2	127	209	332	448	345	1275	959	0.0	-1.0	-495	-756	0	195	195	35	79	206	468	121
8_30_100_12_nonfl	4434	1657	205.94912790697674	-0.19040697674418605	103.06976744186046	0	94	130	464	768	345	1361	492	35.0	-1.0	-538	-120	0	402	402	140	77	171	499	112
8_30_100_20_nonfl	3146	1657	166.18491124260356	21.272189349112427	93.728550295858	0	106	163	407	605	345	1623	966	13.0	-1.0	-538	-120	2	234	232	114	85	191	433	158
4_70_700_20_float	2711	1657	73.97910447761194	-14.1	44.03955223880597	2	283	73	314	467	345	1274	962	0.0	-1.0	-499	-948	0	210	210	41	1	284	548	121
8_70_300_36_float	1485	1657	26.63197026022305	22.903345724907062	24.767657992565056	0	257	76	205	311	345	1209	1026	0.0	-1.0	-998	-255	33	133	100	16	0	257	401	137
6_30_300_12_float	10431	1657	193.31159420289856	-18.440579710144927	105.87608695652175	0	193	49	448	1079	345	1405	457	43.0	-1.0	-473	-679	0	1233	1233	134	2	195	601	87
10_40_700_12_nonfl	3459	1657	137.38269794721407	-43.13343108504399	90.25806451612902	2	106	167	409	623	345	1297	653	13.0	-1.0	-475	-948	0	307	307	92	65	171	519	98
2_40_500_12_nonfl	8544	1657	138.1964809384164	-32.33724340175953	85.26686217008798	2	106	165	411	872	345	1361	363	13.5	-1.0	-475	-948	0	1023	1023	93	67	173	521	94
10_50_100_36_float	2254	1657	148.84536082474227	56.09106529209622	102.46821305841925	0	172	107	303	462	345	1596	901	3.0	-1.0	-1040	-100	18	199	181	85	1	173	391	190
2_70_100_12_float	4144	1657	206.3534743202417	16.27794561933535	111.31570996978853	0	196	49	417	678	345	1366	962	35.0	-1.0	-499	-114	0	367	367	129	1	197	531	130
2_50_500_36_float	1932	1657	11.988215488215488	12.648148148148149	12.318181818181818	0	270	99	225	368	345	895	653	0.0	-1.0	-998	-382	12	185	173	12	1	271	453	140
8_30_700_36_nonfl	1434	1657	22.192015209125476	-7.414448669201521	14.8032319391635	0	124	191	211	308	345	923	592	0.0	-1.0	-359	-700	38	145	107	14	79	203	339	108
8_70_700_36_float	1444	1657	15.173357664233576	8.645985401459853	11.909671532846716	0	269	80	199	306	345	895	636	0.0	-1.0	-998	-382	26	124	98	7	0	269	420	128
10_60_100_28_float	2182	1657	133.52912621359224	48.94983818770226	91.23948220064725	0	215	89	314	457	345	1596	962	2.0	-1.0	-1039	-100	8	155	147	77	0	215	424	194
10_40_300_28_nonfl	1699	1657	73.89007092198581	3.5921985815602837	38.741134751773046	0	118	185	261	358	345	1597	608	0.0	-1.0	-510	-300	26	146	120	37	77	195	365	122
2_50_300_28_float	2349	1657	51.71341463414634	15.201219512195122	33.45731707317073	0	270	101	285	434	345	1596	962	0.0	-1.0	-815	-255	5	200	195	33	1	271	494	161
2_70_700_12_nonfl	7853	1657	123.1497005988024	-37.80988023952096	80.47979041916167	2	109	176	383	764	345	1295	959	4.0	-1.0	-495	-948	0	890	890	74	62	171	503	103
2_50_700_12_nonfl	9034	1657	133.5059171597633	-40.946745562130175	87.22633136094674	2	107	169	400	863	345	1297	653	8.0	-1.0	-475	-948	0	1074	1074	85	65	172	514	97
10_50_100_20_float	3166	1657	149.2973372781065	35.41568047337278	92.35650887573965	0	221	84	371	577	345	1628	965	3.0	-1.0	-499	-100	0	258	258	95	1	222	501	174
10_40_500_36_nonfl	1283	1657	13.963265306122448	-1.3061224489795917	7.63469387755102	0	117	179	194	275	345	717	650	0.0	-1.0	-999	-500	50	136	86	11	73	190	319	98
6_50_100_20_float	3207	1657	149.2973372781065	35.41568047337278	92.35650887573965	0	221	84	371	579	345	1628	965	3.0	-1.0	-499	-100	0	264	264	95	1	222	501	174
4_30_100_12_float	9389	1657	239.26231884057972	0.15507246376811595	119.70869565217392	0	178	35	477	1074	345	1405	492	59.5	-1.0	-502	-114	0	1058	1058	165	2	180	592	96
10_30_700_12_nonfl	3662	1657	145.2274052478134	-44.690962099125365	94.95918367346938	2	106	163	417	657	345	1346	653	15.5	-1.5	-475	-948	0	340	340	99	71	177	526	89
2_70_700_28_float	1870	1657	40.46551724137931	6.7037617554858935	23.5846394984326	1	289	92	257	375	345	1274	962	0.0	-1.0	-681	-757	5	136	131	18	0	289	483	155
4_30_300_12_float	12005	1657	193.31159420289856	-18.440579710144927	105.87608695652175	0	193	49	448	1143	345	1405	457	43.0	-1.0	-473	-679	0	1452	1452	134	2	195	601	87
8_70_500_12_nonfl	3140	1657	124.70209580838323	-26.09131736526946	75.39670658682635	2	111	174	383	555	345	1361	959	4.0	-1.0	-495	-948	0	258	258	74	64	175	503	101
10_70_300_36_float	1478	1657	26.63197026022305	22.903345724907062	24.767657992565056	0	257	76	205	310	345	1209	1026	0.0	-1.0	-998	-255	34	132	98	16	0	257	401	137
8_50_100_20_nonfl	2650	1657	146.51367781155014	33.16565349544073	89.83966565349543	0	110	181	367	529	345	1623	966	3.0	-1.0	-495	-120	3	197	194	91	81	191	403	174
4_50_300_28_float	2341	1657	51.71341463414634	15.201219512195122	33.45731707317073	0	270	101	285	434	345	1596	962	0.0	-1.0	-815	-255	5	200	195	33	1	271	494	161
8_60_500_28_float	1986	1657	35.9907120743034	10.445820433436532	23.218266253869967	0	281	96	269	395	345	1274	962	0.0	-1.0	-815	-382	5	151	146	21	0	281	492	154
6_40_500_28_float	3221	1657	48.964285714285715	7.6101190476190474	28.28720238095238	0	280	93	299	480	345	1274	672	0.0	-1.0	-681	-382	3	340	337	33	1	281	520	151
4_60_300_28_float	2056	1657	48.4922600619195	19.671826625387	34.082043343653254	0	273	98	275	403	345	1596	962	0.0	-1.0	-815	-255	5	156	151	27	0	273	480	166
4_70_300_20_nonfl	2292	1657	66.91114457831326	2.4096385542168677	34.66039156626506	0	126	213	325	446	345	1275	959	0.0	-1.0	-495	-300	0	166	166	42	80	206	445	139
6_30_500_12_nonfl	5162	1657	142.94169096209913	-33.957725947521865	88.44970845481049	2	106	163	417	751	345	1361	363	15.5	-1.0	-475	-948	0	554	554	99	73	179	528	85
10_70_100_28_float	1969	1657	125.03678929765886	46.67725752508361	85.85702341137123	0	213	89	296	422	345	1506	962	0.0	-1.0	-1039	-100	11	132	121	72	0	213	409	189
8_30_700_28_float	3854	1657	48.46301775147929	-0.9275147928994083	24.69526627218935	1	282	95	299	514	345	1274	672	0.0	-1.0	-681	-948	2	401	399	36	1	283	531	144
4_60_500_20_nonfl	2504	1657	59.28358208955224	-14.640298507462687	36.961940298507464	1	127	213	330	460	345	1275	959	0.0	-1.0	-495	-645	0	195	195	36	79	206	468	123
8_50_500_36_nonfl	1377	1657	12.013461538461538	-1.3038461538461539	6.658653846153846	0	121	195	204	292	345	717	650	0.0	-1.0	-999	-500	38	133	95	10	78	199	331	111
2_30_300_28_nonfl	4937	1657	73.14264705882353	6.3808823529411764	39.76176470588235	0	121	222	337	562	345	1597	998	0.0	-1.0	-682	-300	3	555	552	51	85	206	440	155
10_70_500_36_nonfl	1163	1657	10.698347107438016	1.243801652892562	5.971074380165289	0	121	177	186	258	345	717	650	0.0	-1.0	-999	-500	50	122	72	7	73	194	309	102
8_30_100_12_float	8368	1657	239.26231884057972	0.15507246376811595	119.70869565217392	0	178	35	477	1033	345	1405	492	59.5	-1.0	-502	-114	0	918	918	165	2	180	592	96
6_40_300_36_float	2552	1657	53.96518987341772	22.661392405063292	38.313291139240505	0	271	94	267	440	345	1596	818	0.0	-1.0	-656	-255	4	253	249	33	1	272	470	161
6_30_500_36_nonfl	1695	1657	26.213768115942027	2.6050724637681157	14.409420289855072	0	121	197	234	343	345	923	650	0.0	-1.0	-359	-500	27	168	141	18	81	202	350	121
2_60_100_36_float	1873	1657	127.7725631768953	57.33393501805054	92.55324909747293	0	174	105	275	404	345	1506	901	0.0	-1.0	-1040	-100	24	156	132	73	0	174	373	181
10_30_500_12_float	9169	1657	190.25801749271136	-30.239067055393587	110.24854227405247	2	191	49	446	1047	345	1405	371	43.0	-1.0	-730	-948	0	1091	1091	135	3	194	600	83
10_50_500_20_nonfl	2105	1657	64.44704049844236	-15.713395638629283	40.08021806853582	1	124	197	321	428	345	1275	959	0.5	-1.0	-495	-645	6	161	155	40	76	200	453	113
4_50_300_12_nonfl	4470	1657	139.1967455621302	-16.423076923076923	77.80991124260356	0	107	167	402	679	345	1361	636	8.5	-1.0	-398	-353	0	455	455	87	62	169	510	104
2_30_700_20_float	7233	1657	87.49416909620992	-21.714285714285715	54.60422740524781	2	271	65	350	682	345	1274	460	2.0	-1.0	-467	-948	0	809	809	62	3	274	579	104
4_40_100_20_nonfl	3562	1657	152.13088235294117	27.763235294117646	89.9470588235294	0	110	179	391	601	345	1623	966	7.0	-1.0	-538	-120	1	298	297	101	85	195	421	174
10_50_300_20_nonfl	2149	1657	75.90372670807453	-0.6195652173913043	38.26164596273291	0	121	197	326	439	345	1275	959	1.0	-1.0	-495	-300	6	160	154	48	78	199	440	126
10_40_700_36_nonfl	1246	1657	12.283673469387756	-5.797959183673469	9.040816326530612	0	120	179	191	271	345	717	592	0.0	-1.0	-999	-700	50	133	83	9	73	193	321	96
4_60_700_20_float	2954	1657	77.26112759643917	-14.565281899109792	45.91320474777448	2	281	69	324	492	345	1274	962	0.0	-1.0	-499	-948	0	245	245	45	1	282	555	118
6_30_100_28_float	5358	1657	192.82647058823528	31.20294117647059	112.01470588235293	0	204	69	407	691	345	1596	957	21.0	-1.0	-502	-112	2	537	535	127	1	205	495	184
8_40_300_12_float	7135	1657	189.0843023255814	-13.921511627906977	101.50290697674419	0	195	51	442	901	345	1405	458	39.0	-1.0	-467	-679	0	779	779	126	1	196	584	103
8_70_300_36_nonfl	1305	1657	24.118677042801558	16.957198443579767	20.53793774319066	0	123	184	207	286	345	1209	1028	0.0	-1.0	-999	-300	38	122	84	16	79	202	306	129
8_60_100_28_float	2188	1657	133.52912621359224	48.94983818770226	91.23948220064725	0	215	89	314	457	345	1596	962	2.0	-1.0	-1039	-100	8	156	148	77	0	215	424	194
2_50_100_20_nonfl	2997	1657	145.01501501501502	33.81981981981982	89.41741741741743	0	110	183	373	555	345	1623	966	3.0	-1.0	-495	-120	1	240	239	91	84	194	403	179
6_50_500_36_nonfl	1575	1657	10.54945054945055	5.697802197802198	8.123626373626374	0	121	205	220	318	345	717	650	0.0	-1.0	-999	-500	27	149	122	10	80	201	342	124
6_40_100_36_float	2972	1657	179.36349206349206	48.833333333333336	114.0984126984127	0	176	107	347	556	345	1596	818	4.0	-1.0	-672	-100	4	262	258	104	1	177	426	203
10_40_300_12_nonfl	3442	1657	144.46929824561403	-20.960526315789473	82.71491228070175	0	106	161	417	632	345	1361	363	15.0	-1.0	-398	-353	0	302	302	95	62	168	519	103
4_70_300_28_float	1885	1657	40.36349206349206	19.084126984126986	29.72380952380952	0	273	98	259	378	345	1274	962	0.0	-1.0	-815	-255	8	134	126	24	0	273	466	164
2_40_300_28_nonfl	2850	1657	60.583841463414636	8.018292682926829	34.301067073170735	0	123	222	311	465	345	1597	631	0.0	-1.0	-682	-300	4	278	274	38	81	204	418	157
2_60_100_20_float	2842	1657	144.83633633633633	37.54204204204204	91.1891891891892	0	226	83	357	540	345	1596	965	3.0	-1.0	-499	-100	0	204	204	90	0	226	493	173
2_60_700_12_float	15738	1657	175.79402985074626	-28.88507462686567	102.33955223880596	2	205	49	416	1180	345	1295	962	27.5	-1.0	-730	-948	0	2020	2020	113	2	207	565	103
4_30_300_36_float	2954	1657	68.36842105263158	17.359133126934985	42.863777089783284	0	265	90	291	475	345	1596	818	0.0	-1.0	-473	-255	4	289	285	44	1	266	483	162
6_60_300_28_float	2043	1657	48.4922600619195	19.671826625387	34.082043343653254	0	273	98	275	403	345	1596	962	0.0	-1.0	-815	-255	5	154	149	27	0	273	480	166
10_30_300_20_nonfl	2390	1657	91.1042944785276	-9.963190184049079	50.533742331288344	0	119	189	344	476	345	1370	631	2.0	-1.0	-398	-300	6	185	179	62	81	200	457	114
4_60_300_36_float	1695	1657	30.71985815602837	20.94858156028369	25.83421985815603	0	262	81	221	338	345	1209	636	0.0	-1.0	-998	-255	20	145	125	19	0	262	421	143
6_30_500_20_float	6916	1657	85.18459302325581	-16.405523255813954	50.79505813953489	1	269	69	350	681	345	1274	460	2.0	-1.0	-473	-948	0	771	771	64	3	272	578	107
10_60_500_20_float	2731	1657	71.69881305637982	-7.946587537091988	39.8227002967359	1	279	75	320	488	345	1274	962	0.0	-1.0	-499	-948	0	226	226	45	1	280	550	123
8_30_100_28_float	4590	1657	193.73598820058996	31.22566371681416	112.48082595870206	0	204	67	407	667	345	1596	957	22.0	-1.0	-502	-112	2	419	417	127	1	205	495	182
10_60_700_28_nonfl	1491	1657	43.35663082437276	-5.905017921146953	24.630824372759854	0	123	195	240	317	345	1275	959	0.0	-1.0	-510	-700	26	118	92	18	73	196	372	113
10_30_500_20_float	6219	1657	85.18459302325581	-16.405523255813954	50.79505813953489	1	269	69	350	659	345	1274	460	2.0	-1.0	-473	-948	0	695	695	64	3	272	578	107
10_60_500_36_float	1624	1657	15.760714285714286	13.594642857142857	14.677678571428572	0	266	83	211	324	345	895	653	0.0	-1.0	-998	-382	21	142	121	9	0	266	427	133
2_40_100_28_nonfl	3167	1657	171.16925465838509	41.32298136645963	106.24611801242236	0	104	176	364	551	345	1597	663	4.0	-1.0	-682	-120	4	280	276	98	83	187	370	191
8_40_700_20_float	3840	1657	84.30555555555556	-17.40204678362573	50.853801169590646	2	276	68	340	553	345	1274	523	0.0	-1.0	-467	-948	0	371	371	54	2	278	569	113
2_40_700_20_float	4128	1657	84.30555555555556	-17.40204678362573	50.853801169590646	2	276	68	340	566	345	1274	523	0.0	-1.0	-467	-948	0	407	407	54	2	278	569	113
8_50_100_36_float	2261	1657	148.84536082474227	56.09106529209622	102.46821305841925	0	172	107	303	463	345	1596	901	3.0	-1.0	-1040	-100	17	200	183	85	1	173	391	190
10_50_700_36_float	1874	1657	13.219178082191782	10.220890410958905	11.720034246575343	0	272	93	219	358	345	895	629	0.0	-1.0	-998	-382	18	187	169	10	1	273	449	134
4_30_700_12_float	16907	1657	192.02769679300292	-38.94314868804665	115.48542274052478	2	191	47	448	1380	345	1405	676	44.0	-1.0	-730	-948	0	2171	2171	137	3	194	599	84
10_60_300_20_nonfl	2055	1657	74.85579937304075	2.260188087774295	38.557993730407524	0	121	201	316	421	345	1275	959	0.0	-1.0	-495	-300	6	142	136	45	77	198	430	131
8_40_700_36_float	2246	1657	17.648692810457515	10.32843137254902	13.988562091503267	0	283	98	231	397	345	924	629	0.0	-1.0	-656	-382	12	234	222	13	1	284	471	140
8_60_300_28_nonfl	1729	1657	48.48615916955017	9.674740484429066	29.080449826989618	0	118	205	255	349	345	1275	959	0.0	-1.0	-817	-300	17	131	114	27	78	196	359	141
2_70_300_20_float	2586	1657	78.07185628742515	8.275449101796408	43.17365269461078	0	275	81	312	469	345	1274	962	0.0	-1.0	-499	-270	0	195	195	47	0	275	528	140
4_50_100_36_float	2266	1657	148.3527397260274	55.74486301369863	102.04880136986301	0	172	107	305	464	345	1596	901	3.0	-1.0	-1040	-100	17	200	183	85	1	173	393	190
4_30_500_20_nonfl	4858	1657	67.65988372093024	-21.44622093023256	44.5530523255814	1	125	205	358	581	345	1275	495	2.0	-1.0	-475	-645	0	524	524	51	83	208	493	112
6_70_700_20_nonfl	2180	1657	63.55239520958084	-23.362275449101798	43.45733532934132	2	127	209	332	432	345	1275	959	0.0	-1.0	-495	-756	0	156	156	35	79	206	468	121
2_60_700_28_nonfl	1883	1657	39.34615384615385	-5.251602564102564	22.298878205128204	0	125	222	277	373	345	1275	959	0.0	-1.0	-682	-756	8	145	137	18	75	200	411	138
2_50_500_20_float	3293	1657	72.62058823529412	-8.19264705882353	40.40661764705882	1	276	76	328	521	345	1274	962	0.0	-1.0	-499	-948	0	306	306	48	2	278	556	122
8_40_300_20_nonfl	2553	1657	77.48367952522256	-4.5905044510385755	41.03709198813056	0	124	207	343	489	345	1275	631	2.0	-1.0	-495	-300	2	211	209	54	79	203	467	128
6_40_700_28_float	3191	1657	45.03422619047619	3.1770833333333335	24.105654761904763	1	286	95	291	473	345	1274	672	0.0	-1.0	-681	-948	2	337	335	29	1	287	519	152
2_50_300_36_float	2002	1657	43.22542372881356	22.066101694915254	32.64576271186441	0	260	89	241	380	345	1596	873	0.0	-1.0	-998	-255	14	189	175	25	1	261	441	148
6_50_300_12_float	6831	1657	187.31617647058823	-13.544117647058824	100.43014705882352	0	199	47	434	864	345	1366	454	35.0	-1.0	-360	-679	0	732	732	120	1	200	581	98
4_40_500_20_nonfl	3334	1657	63.7798833819242	-18.485422740524783	41.13265306122449	1	127	211	348	523	345	1275	495	1.5	-1.0	-495	-645	0	321	321	45	81	208	485	120
8_70_700_36_nonfl	1256	1657	9.74124513618677	-3.299610894941634	6.520428015564201	0	126	191	197	276	345	717	636	0.0	-1.0	-999	-700	38	119	81	6	77	203	325	112
6_40_300_36_nonfl	1734	1657	53.594545454545454	13.805454545454545	33.7	0	118	185	247	348	345	1597	631	0.0	-1.0	-999	-300	27	162	135	29	83	201	333	134
8_50_700_28_float	2240	1657	40.60670731707317	3.8490853658536586	22.227896341463417	1	284	95	277	419	345	1274	962	0.0	-1.0	-681	-948	4	192	188	25	1	285	505	150
4_60_100_20_float	2833	1657	144.83633633633633	37.54204204204204	91.1891891891892	0	226	83	357	540	345	1596	965	3.0	-1.0	-499	-100	0	204	204	90	0	226	493	173
8_60_100_12_nonfl	3205	1657	178.3867069486405	16.16616314199396	97.27643504531723	0	99	152	411	608	345	1361	959	14.5	-1.0	-355	-120	0	249	249	108	67	166	451	144
8_70_700_12_nonfl	3188	1657	123.1497005988024	-37.80988023952096	80.47979041916167	2	109	176	383	560	345	1295	959	4.0	-1.0	-495	-948	0	260	260	74	62	171	503	103
2_60_300_36_float	1698	1657	30.71985815602837	20.94858156028369	25.83421985815603	0	262	81	221	338	345	1209	636	0.0	-1.0	-998	-255	20	145	125	19	0	262	421	143
4_50_500_20_float	3215	1657	72.62058823529412	-8.19264705882353	40.40661764705882	1	276	76	328	521	345	1274	962	0.0	-1.0	-499	-948	0	298	298	48	2	278	556	122
2_70_700_12_float	14864	1657	170.34580838323353	-27.5374251497006	98.94161676646706	2	207	53	408	1115	345	1295	962	25.0	-1.0	-730	-948	0	1905	1905	109	2	209	556	110
10_60_500_12_float	5656	1657	179.05671641791045	-20.713432835820896	99.88507462686567	2	205	49	416	797	345	1366	962	28.0	-1.0	-730	-948	0	594	594	113	2	207	568	100
2_40_100_36_float	3226	1657	177.42138364779873	49.65880503144654	113.54009433962264	0	178	109	349	565	345	1596	818	3.0	-1.0	-672	-100	4	285	281	104	1	179	428	207
2_60_300_28_float	2064	1657	48.4922600619195	19.671826625387	34.082043343653254	0	273	98	275	403	345	1596	962	0.0	-1.0	-815	-255	5	156	151	27	0	273	480	166
6_60_500_20_float	2820	1657	71.69881305637982	-7.946587537091988	39.8227002967359	1	279	75	320	490	345	1274	962	0.0	-1.0	-499	-948	0	234	234	45	1	280	550	123
4_40_700_28_nonfl	2638	1657	40.60923076923077	-5.795384615384616	23.20230769230769	0	128	226	296	440	345	1275	631	0.0	-1.0	-682	-756	5	258	253	25	78	206	433	139
10_50_300_20_float	3035	1657	84.34264705882353	6.302941176470588	45.32279411764706	0	268	78	334	524	345	1274	962	0.0	-1.0	-499	-270	0	273	273	55	1	269	544	135
10_50_500_36_nonfl	1239	1657	13.610655737704919	-1.6024590163934427	7.606557377049181	0	117	179	192	271	345	717	650	0.0	-1.0	-999	-500	50	131	81	10	73	190	317	98
8_60_100_12_float	4204	1657	212.92492492492494	13.316816816816816	113.12087087087087	0	194	45	427	720	345	1366	962	36.0	-1.0	-282	-114	0	362	362	135	1	195	543	122
6_50_500_28_float	2282	1657	35.753799392097264	9.645896656534955	22.69984802431611	0	278	101	279	426	345	1274	962	0.0	-1.0	-815	-382	5	201	196	26	1	279	506	151
2_40_700_20_nonfl	3605	1657	69.05847953216374	-26.214912280701753	47.63669590643275	2	127	207	350	531	345	1275	495	2.0	-1.0	-495	-756	0	357	357	44	81	208	486	117
