run,alignments_in_new_total,alignments_in_old_total,average_end_difference,average_start_difference,average_start_or_end_difference,combined_in_new,end_did_not_change,ends_earlier_in_new,ends_later_in_new,evaluated_alignments_in_new,evaluated_alignments_in_old,max_end_difference,max_start_difference,median_end_difference,median_start_difference,min_end_difference,min_start_difference,not_in_new,not_in_new_plus_not_in_old,not_in_old,split_in_new,start_did_not_change,start_or_end_did_not_change,starts_earlier_in_new,starts_later_in_new,score
6_60_700_20_float,2872,1657,77.26112759643917,-14.565281899109793,45.91320474777448,2,281,69,324,489,345,1274,962,0.0,-1.0,-499,-948,0,236,236,45,1,282,555,118,4500.0
10_60_700_36_nonfl,1173,1657,10.020576131687244,-3.2983539094650207,6.659465020576133,0,122,179,185,262,345,717,636,0.0,-1.0,-999,-700,50,125,75,6,73,195,313,100,4590.0
4_60_500_20_float,2882,1657,71.69881305637982,-7.946587537091987,39.822700296735896,1,279,75,320,491,345,1274,962,0.0,-1.0,-499,-948,0,239,239,45,1,280,550,123,4640.0
10_60_100_20_float,2787,1657,144.8363363363363,37.54204204204204,91.18918918918921,0,226,83,357,540,345,1596,965,3.0,-1.0,-499,-100,0,200,200,90,0,226,493,173,4670.0
10_70_500_36_nonfl,1163,1657,10.698347107438016,1.243801652892562,5.971074380165289,0,121,177,186,258,345,717,650,0.0,-1.0,-999,-500,50,122,72,7,73,194,309,102,4780.0
8_60_100_20_float,2799,1657,144.8363363363363,37.54204204204204,91.18918918918921,0,226,83,357,540,345,1596,965,3.0,-1.0,-499,-100,0,202,202,90,0,226,493,173,4790.0
6_60_100_20_float,2812,1657,144.8363363363363,37.54204204204204,91.18918918918921,0,226,83,357,540,345,1596,965,3.0,-1.0,-499,-100,0,203,203,90,0,226,493,173,4920.0
10_70_700_36_nonfl,1147,1657,10.396694214876034,-3.303719008264463,6.850206611570249,0,122,177,185,257,345,717,636,0.0,-1.0,-999,-700,50,121,71,6,73,195,311,100,4950.0
6_50_100_20_nonfl,2795,1657,145.25,33.375,89.3125,0,110,183,371,545,345,1623,966,3.0,-1.0,-495,-120,1,219,218,91,84,194,403,177,4950.0
4_30_300_36_float,2954,1657,68.36842105263158,17.359133126934985,42.863777089783284,0,265,90,291,475,345,1596,818,0.0,-1.0,-473,-255,4,289,285,44,1,266,483,162,5050.0
2_50_300_20_nonfl,2898,1657,71.92330383480827,0.7743362831858407,36.348820058997056,0,124,209,345,504,345,1275,959,2.0,-1.0,-495,-300,0,259,259,48,81,205,462,135,5060.0
4_60_100_20_float,2833,1657,144.8363363363363,37.54204204204204,91.18918918918921,0,226,83,357,540,345,1596,965,3.0,-1.0,-499,-100,0,204,204,90,0,226,493,173,5130.0
2_60_100_20_float,2842,1657,144.8363363363363,37.54204204204204,91.18918918918921,0,226,83,357,540,345,1596,965,3.0,-1.0,-499,-100,0,204,204,90,0,226,493,173,5220.0
8_40_100_36_float,2814,1657,186.52450980392157,44.77777777777778,115.65114379084969,0,174,97,341,540,345,1596,662,5.5,-1.0,-672,-100,12,248,236,104,1,175,421,190,5325.0
4_60_700_20_float,2954,1657,77.26112759643917,-14.565281899109793,45.91320474777448,2,281,69,324,492,345,1274,962,0.0,-1.0,-499,-948,0,245,245,45,1,282,555,118,5380.0
2_60_500_20_float,2957,1657,71.69881305637982,-7.946587537091987,39.822700296735896,1,279,75,320,491,345,1274,962,0.0,-1.0,-499,-948,0,247,247,45,1,280,550,123,5390.0
10_70_300_12_nonfl,2837,1657,128.45345345345345,-11.009009009009011,69.73123123123122,0,111,174,381,540,345,1361,959,4.0,-1.0,-495,-353,0,221,221,75,59,170,495,112,5510.0
10_30_100_20_nonfl,2786,1657,175.0444785276074,18.670245398773005,96.85736196319021,0,103,152,397,567,345,1623,966,17.0,-1.0,-433,-120,6,191,185,112,85,188,419,148,5510.0
2_50_500_20_nonfl,2962,1657,60.84218289085546,-15.657817109144542,38.25,1,127,209,342,497,345,1275,959,1.0,-1.0,-495,-645,0,270,270,40,80,207,476,122,5560.0
6_40_700_20_nonfl,2955,1657,69.06451612903226,-26.824046920821115,47.944281524926694,2,127,207,348,501,345,1275,495,2.0,-1.0,-495,-756,0,270,270,44,81,208,486,115,5570.0
10_70_100_12_nonfl,2799,1657,170.5625,16.021341463414632,93.29192073170731,0,101,161,394,568,345,1361,959,8.5,-1.0,-495,-120,1,204,203,101,67,168,448,141,5745.0
2_40_100_36_nonfl,2874,1657,164.20550161812298,53.30744336569579,108.7564724919094,0,85,189,344,536,345,1597,902,3.0,-1.0,-1038,-120,9,259,250,98,92,177,317,209,5790.0
4_30_300_28_nonfl,3003,1657,80.84498480243161,0.5562310030395137,40.70060790273556,0,121,202,335,489,345,1597,631,2.0,-1.0,-682,-300,5,286,281,51,85,206,430,143,5830.0
6_40_500_20_nonfl,2975,1657,63.77046783625732,-19.07017543859649,41.420321637426895,1,127,211,346,507,345,1275,495,1.0,-1.0,-495,-645,0,274,274,45,81,208,485,118,5890.0
8_40_100_20_nonfl,2850,1657,154.78358208955225,27.144776119402987,90.9641791044776,0,110,175,385,565,345,1623,966,6.5,-1.0,-538,-120,3,214,211,101,82,192,419,169,5935.0
6_30_100_28_nonfl,2832,1657,208.45079365079368,27.244444444444447,117.84761904761903,0,97,142,391,563,345,1597,663,20.0,-1.0,-433,-130,9,218,209,117,86,183,375,169,6000.0
10_30_100_36_float,2835,1657,216.655,37.17,126.9125,0,162,75,363,552,345,1596,662,21.5,-1.0,-438,-112,15,237,222,115,1,163,416,183,6085.0
10_70_500_12_nonfl,2900,1657,124.70209580838323,-26.09131736526946,75.39670658682634,2,111,174,383,542,345,1361,959,4.0,-1.0,-495,-948,0,233,233,74,64,175,503,101,6130.0
2_50_700_20_nonfl,3032,1657,66.44395280235989,-24.90855457227139,45.67625368731564,2,127,205,346,497,345,1275,959,2.0,-1.0,-495,-756,0,279,279,40,80,207,481,117,6260.0
4_50_100_20_nonfl,2919,1657,145.01501501501502,33.81981981981982,89.41741741741743,0,110,183,373,550,345,1623,966,3.0,-1.0,-495,-120,1,228,227,91,84,194,403,179,6290.0
2_60_700_20_float,3054,1657,77.26112759643917,-14.565281899109793,45.91320474777448,2,281,69,324,494,345,1274,962,0.0,-1.0,-499,-948,0,258,258,45,1,282,555,118,6420.0
6_40_300_20_nonfl,3016,1657,76.48099415204679,-4.076023391812867,40.27850877192983,0,124,211,349,518,345,1275,631,2.0,-1.0,-495,-300,0,268,268,54,82,206,471,131,6520.0
10_70_700_12_nonfl,2929,1657,123.14970059880241,-37.80988023952096,80.47979041916167,2,109,176,383,546,345,1295,959,4.0,-1.0,-495,-948,0,233,233,74,62,171,503,103,6540.0
10_50_500_20_float,3041,1657,72.62058823529412,-8.19264705882353,40.40661764705882,1,276,76,328,516,345,1274,962,0.0,-1.0,-499,-948,0,282,282,48,2,278,556,122,6730.0
10_50_300_20_float,3035,1657,84.34264705882353,6.302941176470588,45.322794117647064,0,268,78,334,524,345,1274,962,0.0,-1.0,-499,-270,0,273,273,55,1,269,544,135,6830.0
10_40_700_28_float,3146,1657,45.51343283582089,3.1970149253731344,24.35522388059701,1,286,93,291,470,345,1274,672,0.0,-1.0,-681,-948,2,326,324,29,1,287,517,152,6860.0
10_50_700_20_float,3063,1657,78.13382352941177,-14.75294117647059,46.44338235294118,2,278,70,332,512,345,1274,962,0.0,-1.0,-499,-948,0,280,280,48,2,280,561,117,6870.0
8_40_700_28_float,3165,1657,45.51343283582089,3.1970149253731344,24.35522388059701,1,286,93,291,470,345,1274,672,0.0,-1.0,-681,-948,2,328,326,29,1,287,517,152,7050.0
8_70_100_12_nonfl,2921,1657,170.5625,16.021341463414632,93.29192073170731,0,101,161,394,573,345,1361,959,8.5,-1.0,-495,-120,0,216,216,101,67,168,448,141,7065.0
6_40_100_36_float,2972,1657,179.36349206349206,48.83333333333334,114.0984126984127,0,176,107,347,556,345,1596,818,4.0,-1.0,-672,-100,4,262,258,104,1,177,426,203,7120.0
2_50_100_20_nonfl,2997,1657,145.01501501501502,33.81981981981982,89.41741741741743,0,110,183,373,555,345,1623,966,3.0,-1.0,-495,-120,1,240,239,91,84,194,403,179,7170.0
8_50_300_20_float,3077,1657,84.34264705882353,6.302941176470588,45.322794117647064,0,268,78,334,525,345,1274,962,0.0,-1.0,-499,-270,0,277,277,55,1,269,544,135,7270.0
8_50_500_20_float,3094,1657,72.62058823529412,-8.19264705882353,40.40661764705882,1,276,76,328,517,345,1274,962,0.0,-1.0,-499,-948,0,287,287,48,2,278,556,122,7280.0
10_40_500_28_float,3180,1657,49.45522388059702,7.643283582089553,28.549253731343285,0,280,91,299,477,345,1274,672,0.0,-1.0,-681,-382,3,331,328,33,1,281,518,151,7340.0
6_40_700_28_float,3191,1657,45.03422619047619,3.177083333333333,24.105654761904763,1,286,95,291,473,345,1274,672,0.0,-1.0,-681,-948,2,337,335,29,1,287,519,152,7370.0
8_40_500_28_float,3199,1657,49.45522388059702,7.643283582089553,28.549253731343285,0,280,91,299,477,345,1274,672,0.0,-1.0,-681,-382,3,333,330,33,1,281,518,151,7530.0
8_50_700_20_float,3127,1657,78.13382352941177,-14.75294117647059,46.44338235294118,2,278,70,332,513,345,1274,962,0.0,-1.0,-499,-948,0,286,286,48,2,280,561,117,7530.0
4_40_700_28_float,3210,1657,44.90059347181009,3.1364985163204753,24.01854599406528,1,288,95,291,474,345,1274,672,0.0,-1.0,-681,-948,1,339,338,29,1,289,520,153,7580.0
6_50_300_20_float,3114,1657,84.34264705882353,6.302941176470588,45.322794117647064,0,268,78,334,528,345,1274,962,0.0,-1.0,-499,-270,0,282,282,55,1,269,544,135,7700.0
8_70_300_12_nonfl,3039,1657,128.45345345345345,-11.009009009009011,69.73123123123122,0,111,174,381,550,345,1361,959,4.0,-1.0,-495,-353,0,242,242,75,59,170,495,112,7730.0
2_40_700_28_float,3228,1657,44.90059347181009,3.1364985163204753,24.01854599406528,1,288,95,291,474,345,1274,672,0.0,-1.0,-681,-948,1,340,339,29,1,289,520,153,7760.0
8_30_100_36_float,2984,1657,212.5895765472313,38.30293159609121,125.44625407166124,0,168,81,365,568,345,1596,662,20.0,-1.0,-438,-112,12,258,246,116,1,169,424,189,7790.0
10_60_300_12_nonfl,3019,1657,134.62089552238803,-10.1044776119403,72.36268656716419,0,109,169,392,562,345,1361,959,6.5,-1.0,-355,-353,0,239,239,81,59,168,496,115,7805.0
6_40_500_28_float,3221,1657,48.964285714285715,7.610119047619047,28.287202380952376,0,280,93,299,480,345,1274,672,0.0,-1.0,-681,-382,3,340,337,33,1,281,520,151,7810.0
4_40_100_28_nonfl,3076,1657,172.3265625,41.278125,106.80234375,0,104,174,362,545,345,1597,663,4.0,-1.0,-682,-120,5,264,259,98,83,187,370,187,7850.0
6_50_500_20_float,3149,1657,72.62058823529412,-8.19264705882353,40.40661764705882,1,276,76,328,520,345,1274,962,0.0,-1.0,-499,-948,0,293,293,48,2,278,556,122,7890.0
4_40_500_28_float,3238,1657,48.964285714285715,7.610119047619047,28.287202380952376,0,280,93,299,480,345,1274,672,0.0,-1.0,-681,-382,3,343,340,33,1,281,520,151,7980.0
2_40_500_28_float,3254,1657,48.964285714285715,7.610119047619047,28.287202380952376,0,280,93,299,480,345,1274,672,0.0,-1.0,-681,-382,3,344,341,33,1,281,520,151,8140.0
10_60_500_12_nonfl,3063,1657,130.80149253731344,-25.695522388059697,78.24850746268658,2,109,169,392,560,345,1361,959,6.5,-1.0,-475,-948,0,247,247,80,64,173,504,102,8155.0
4_50_300_20_float,3160,1657,84.34264705882353,6.302941176470588,45.322794117647064,0,268,78,334,528,345,1274,962,0.0,-1.0,-499,-270,0,286,286,55,1,269,544,135,8160.0
6_30_700_20_nonfl,3186,1657,71.84649122807018,-29.777777777777782,50.812134502923975,2,125,203,356,520,345,1275,495,2.0,-1.0,-475,-756,0,290,290,49,83,208,494,107,8260.0
6_50_700_20_float,3195,1657,78.13382352941177,-14.75294117647059,46.44338235294118,2,278,70,332,519,345,1274,962,0.0,-1.0,-499,-948,0,295,295,48,2,280,561,117,8330.0
10_40_300_28_float,3262,1657,69.50449101796407,11.106287425149699,40.305389221556894,0,270,89,309,488,345,1596,629,0.0,-1.0,-681,-255,3,330,327,43,1,271,508,159,8380.0
2_50_300_20_float,3195,1657,84.34264705882353,6.302941176470588,45.322794117647064,0,268,78,334,528,345,1274,962,0.0,-1.0,-499,-270,0,288,288,55,1,269,544,135,8510.0
10_60_700_12_nonfl,3088,1657,129.2537313432836,-37.37910447761194,83.31641791044777,2,107,171,392,564,345,1295,959,6.5,-1.0,-475,-948,0,247,247,80,62,169,504,104,8525.0
2_30_700_36_float,3333,1657,19.391566265060238,18.576807228915666,18.984186746987948,0,291,114,259,461,345,962,957,0.0,-1.0,-681,-382,3,361,358,18,1,292,496,167,8550.0
8_40_300_28_float,3279,1657,69.50449101796407,11.106287425149699,40.305389221556894,0,270,89,309,488,345,1596,629,0.0,-1.0,-681,-255,3,332,329,43,1,271,508,159,8550.0
4_50_500_20_float,3215,1657,72.62058823529412,-8.19264705882353,40.40661764705882,1,276,76,328,521,345,1274,962,0.0,-1.0,-499,-948,0,298,298,48,2,278,556,122,8570.0
10_60_100_12_nonfl,3033,1657,178.38670694864052,16.166163141993962,97.27643504531723,0,99,152,411,593,345,1361,959,14.5,-1.0,-355,-120,0,219,219,108,67,166,451,144,8665.0
6_70_100_12_nonfl,3055,1657,170.5625,16.021341463414632,93.29192073170731,0,101,161,394,587,345,1361,959,8.5,-1.0,-495,-120,0,237,237,101,67,168,448,141,8685.0
6_30_500_20_nonfl,3219,1657,67.66180758017492,-22.037900874635568,44.84985422740525,1,125,205,356,527,345,1275,495,2.0,-1.0,-475,-645,0,294,294,51,83,208,493,110,8730.0
8_70_500_12_nonfl,3140,1657,124.70209580838323,-26.09131736526946,75.39670658682634,2,111,174,383,555,345,1361,959,4.0,-1.0,-495,-948,0,258,258,74,64,175,503,101,8790.0
6_40_300_28_float,3297,1657,68.95223880597014,11.06268656716418,40.00746268656717,0,270,91,309,491,345,1596,629,0.0,-1.0,-681,-255,3,337,334,43,1,271,510,159,8790.0
2_40_100_28_nonfl,3167,1657,171.16925465838509,41.32298136645963,106.24611801242236,0,104,176,364,551,345,1597,663,4.0,-1.0,-682,-120,4,280,276,98,83,187,370,191,8870.0
4_40_300_28_float,3312,1657,68.95223880597014,11.06268656716418,40.00746268656717,0,270,91,309,491,345,1596,629,0.0,-1.0,-681,-255,3,339,336,43,1,271,510,159,8940.0
2_40_300_28_float,3326,1657,68.95223880597014,11.06268656716418,40.00746268656717,0,270,91,309,491,345,1596,629,0.0,-1.0,-681,-255,3,340,337,43,1,271,510,159,9080.0
10_50_100_20_float,3166,1657,149.2973372781065,35.41568047337278,92.35650887573964,0,221,84,371,577,345,1628,965,3.0,-1.0,-499,-100,0,258,258,95,1,222,501,174,9200.0
4_50_700_20_float,3283,1657,78.13382352941177,-14.75294117647059,46.44338235294118,2,278,70,332,522,345,1274,962,0.0,-1.0,-499,-948,0,304,304,48,2,280,561,117,9270.0
2_30_500_36_float,3389,1657,25.09638554216868,18.802710843373493,21.949548192771086,0,281,112,271,469,345,962,957,0.0,-1.0,-681,-382,3,365,362,24,1,282,496,167,9270.0
2_50_500_20_float,3293,1657,72.62058823529412,-8.19264705882353,40.40661764705882,1,276,76,328,521,345,1274,962,0.0,-1.0,-499,-948,0,306,306,48,2,278,556,122,9350.0
8_50_100_20_float,3185,1657,149.2973372781065,35.41568047337278,92.35650887573964,0,221,84,371,577,345,1628,965,3.0,-1.0,-499,-100,0,261,261,95,1,222,501,174,9390.0
8_70_700_12_nonfl,3188,1657,123.14970059880241,-37.80988023952096,80.47979041916167,2,109,176,383,560,345,1295,959,4.0,-1.0,-495,-948,0,260,260,74,62,171,503,103,9410.0
6_50_100_20_float,3207,1657,149.2973372781065,35.41568047337278,92.35650887573964,0,221,84,371,579,345,1628,965,3.0,-1.0,-499,-100,0,264,264,95,1,222,501,174,9650.0
4_40_700_20_nonfl,3341,1657,69.05847953216374,-26.214912280701753,47.636695906432756,2,127,207,350,518,345,1275,495,2.0,-1.0,-495,-756,0,321,321,44,81,208,486,117,9770.0
8_30_100_20_nonfl,3146,1657,166.18491124260356,21.272189349112423,93.728550295858,0,106,163,407,605,345,1623,966,13.0,-1.0,-538,-120,2,234,232,114,85,191,433,158,9770.0
6_30_100_36_float,3155,1657,207.41955835962142,42.48264984227129,124.95110410094635,0,170,89,375,587,345,1596,818,20.0,-1.0,-438,-112,4,272,268,118,1,171,429,204,9780.0
4_40_100_36_float,3222,1657,177.42138364779873,49.65880503144654,113.54009433962266,0,178,109,349,565,345,1596,818,3.0,-1.0,-672,-100,4,284,280,104,1,179,428,207,9780.0
4_40_500_20_nonfl,3334,1657,63.7798833819242,-18.485422740524786,41.132653061224495,1,127,211,348,523,345,1275,495,1.5,-1.0,-495,-645,0,321,321,45,81,208,485,120,9800.0
2_40_100_36_float,3226,1657,177.42138364779873,49.65880503144654,113.54009433962266,0,178,109,349,565,345,1596,818,3.0,-1.0,-672,-100,4,285,281,104,1,179,428,207,9820.0
6_30_300_20_nonfl,3303,1657,84.17587209302326,-7.872093023255813,46.023982558139544,0,122,205,361,543,345,1370,631,2.0,-1.0,-475,-300,0,295,295,62,84,206,481,123,9890.0
4_50_100_20_float,3231,1657,149.2973372781065,35.41568047337278,92.35650887573964,0,221,84,371,579,345,1628,965,3.0,-1.0,-499,-100,0,265,265,95,1,222,501,174,9890.0
2_50_100_20_float,3243,1657,149.2973372781065,35.41568047337278,92.35650887573964,0,221,84,371,579,345,1628,965,3.0,-1.0,-499,-100,0,265,265,95,1,222,501,174,10010.0
4_40_300_20_nonfl,3349,1657,76.4533527696793,-3.5349854227405246,39.99416909620991,0,124,211,351,532,345,1275,631,2.0,-1.0,-495,-300,0,311,311,54,82,206,471,133,10130.0
2_50_700_20_float,3386,1657,78.13382352941177,-14.75294117647059,46.44338235294118,2,278,70,332,524,345,1274,962,0.0,-1.0,-499,-948,0,317,317,48,2,280,561,117,10340.0
4_70_100_12_nonfl,3195,1657,170.5625,16.021341463414632,93.29192073170731,0,101,161,394,601,345,1361,959,8.5,-1.0,-495,-120,0,262,262,101,67,168,448,141,10365.0
6_70_300_12_nonfl,3283,1657,128.45345345345345,-11.009009009009011,69.73123123123122,0,111,174,381,571,345,1361,959,4.0,-1.0,-495,-353,0,278,278,75,59,170,495,112,10590.0
2_30_100_36_nonfl,3240,1657,204.8280757097792,44.49211356466877,124.66009463722399,0,87,163,384,591,345,1597,663,19.0,-1.0,-433,-120,5,281,276,118,92,179,333,209,10630.0
8_60_300_12_nonfl,3266,1657,134.62089552238803,-10.1044776119403,72.36268656716419,0,109,169,392,582,345,1361,959,6.5,-1.0,-355,-353,0,277,277,81,59,168,496,115,10675.0
8_60_100_12_nonfl,3205,1657,178.38670694864052,16.166163141993962,97.27643504531723,0,99,152,411,608,345,1361,959,14.5,-1.0,-355,-120,0,249,249,108,67,166,451,144,10685.0
6_40_100_20_nonfl,3283,1657,152.382005899705,27.309734513274336,89.84587020648969,0,110,179,389,591,345,1623,966,6.5,-1.0,-538,-120,1,267,266,101,85,195,421,172,10755.0
10_30_700_28_float,3489,1657,49.321958456973285,-1.9480712166172107,25.63501483679525,1,282,93,299,495,345,1274,672,0.0,-1.0,-681,-948,2,359,357,36,1,283,531,142,10790.0
10_50_300_12_nonfl,3249,1657,139.1967455621302,-16.423076923076927,77.80991124260356,0,107,167,402,596,345,1361,636,8.5,-1.0,-398,-353,0,275,275,87,62,169,510,104,10795.0
10_50_500_12_nonfl,3278,1657,134.08579881656806,-29.75887573964497,81.92233727810651,2,107,167,402,591,345,1361,636,8.5,-1.0,-475,-948,0,281,281,86,67,174,516,93,10935.0
2_30_300_36_float,3524,1657,64.32530120481928,22.908132530120483,43.61671686746988,0,267,98,299,494,345,1596,957,0.0,-1.0,-681,-255,3,368,365,44,1,268,491,172,11120.0
10_50_700_12_nonfl,3290,1657,133.5059171597633,-40.94674556213017,87.22633136094673,2,107,169,400,594,345,1297,653,8.0,-1.0,-475,-948,0,282,282,85,65,172,514,97,11130.0
8_60_500_12_nonfl,3348,1657,130.80149253731344,-25.695522388059697,78.24850746268658,2,109,169,392,583,345,1361,959,6.5,-1.0,-475,-948,0,289,289,80,64,173,504,102,11465.0
10_30_500_28_float,3543,1657,52.60650887573964,2.804733727810651,27.705621301775146,0,276,93,307,504,345,1274,672,0.0,-1.0,-681,-382,2,365,363,40,1,277,532,143,11510.0
2_40_300_20_nonfl,3499,1657,76.4533527696793,-3.5349854227405246,39.99416909620991,0,124,211,351,541,345,1275,631,2.0,-1.0,-495,-300,0,333,333,54,82,206,471,133,11810.0
8_60_700_12_nonfl,3392,1657,129.2537313432836,-37.37910447761194,83.31641791044777,2,107,171,392,588,345,1295,959,6.5,-1.0,-475,-948,0,291,291,80,62,169,504,104,12045.0
2_40_500_20_nonfl,3546,1657,63.7798833819242,-18.485422740524786,41.132653061224495,1,127,211,348,533,345,1275,495,1.5,-1.0,-495,-645,0,348,348,45,81,208,485,120,12120.0
6_70_500_12_nonfl,3451,1657,124.70209580838323,-26.09131736526946,75.39670658682634,2,111,174,383,579,345,1361,959,4.0,-1.0,-495,-948,0,302,302,74,64,175,503,101,12380.0
10_50_100_12_nonfl,3325,1657,187.5119760479042,8.83233532934132,98.17215568862277,0,97,144,427,638,345,1361,523,20.0,-1.0,-398,-120,0,262,262,117,70,167,467,131,12530.0
2_70_100_12_nonfl,3407,1657,170.5625,16.021341463414632,93.29192073170731,0,101,161,394,607,345,1361,959,8.5,-1.0,-495,-120,0,287,287,101,67,168,448,141,12605.0
2_40_700_20_nonfl,3605,1657,69.05847953216374,-26.214912280701753,47.636695906432756,2,127,207,350,531,345,1275,495,2.0,-1.0,-495,-756,0,357,357,44,81,208,486,117,12670.0
6_60_100_12_nonfl,3378,1657,178.38670694864052,16.166163141993962,97.27643504531723,0,99,152,411,625,345,1361,959,14.5,-1.0,-355,-120,0,274,274,108,67,166,451,144,12755.0
4_30_100_36_float,3460,1657,203.18885448916407,42.21362229102167,122.70123839009287,0,170,93,383,604,345,1596,818,20.0,-1.0,-502,-112,4,299,295,120,1,171,437,208,13170.0
10_30_300_28_float,3675,1657,78.83284023668641,7.636094674556213,43.234467455621306,0,266,89,321,523,345,1596,957,0.0,-1.0,-681,-255,2,367,365,53,1,267,524,151,13210.0
10_40_500_12_nonfl,3450,1657,138.1964809384164,-32.33724340175953,85.26686217008799,2,106,165,411,621,345,1361,363,13.5,-1.0,-475,-948,0,305,305,93,67,173,521,94,13315.0
4_30_100_28_nonfl,3494,1657,199.8844984802432,29.775075987841944,114.82978723404257,0,100,154,404,606,345,1597,663,19.0,-1.0,-433,-130,5,295,290,119,86,186,391,181,13400.0
10_40_700_12_nonfl,3459,1657,137.38269794721407,-43.133431085043995,90.25806451612901,2,106,167,409,623,345,1297,653,13.0,-1.0,-475,-948,0,307,307,92,65,171,519,98,13460.0
6_70_700_12_nonfl,3546,1657,123.14970059880241,-37.80988023952096,80.47979041916167,2,109,176,383,585,345,1295,959,4.0,-1.0,-495,-948,0,305,305,74,62,171,503,103,13490.0
10_40_300_12_nonfl,3442,1657,144.46929824561403,-20.960526315789476,82.71491228070175,0,106,161,417,632,345,1361,363,15.0,-1.0,-398,-353,0,302,302,95,62,168,519,103,13520.0
10_40_100_28_float,3613,1657,171.32175226586102,38.29003021148037,104.80589123867071,0,214,78,370,580,345,1596,818,5.5,-1.0,-438,-100,3,336,333,104,1,215,469,192,13735.0
4_40_100_20_nonfl,3562,1657,152.13088235294114,27.763235294117646,89.94705882352942,0,110,179,391,601,345,1623,966,7.0,-1.0,-538,-120,1,298,297,101,85,195,421,174,13750.0
8_40_100_28_float,3624,1657,171.32175226586102,38.29003021148037,104.80589123867071,0,214,78,370,580,345,1596,818,5.5,-1.0,-438,-100,3,338,335,104,1,215,469,192,13845.0
6_60_300_12_nonfl,3549,1657,134.62089552238803,-10.1044776119403,72.36268656716419,0,109,169,392,606,345,1361,959,6.5,-1.0,-355,-353,0,317,317,81,59,168,496,115,13985.0
6_40_100_28_float,3636,1657,170.45783132530119,38.24548192771084,104.35165662650604,0,214,80,370,583,345,1596,818,5.0,-1.0,-438,-100,3,342,339,104,1,215,469,194,14020.0
4_40_100_28_float,3645,1657,170.45783132530119,38.24548192771084,104.35165662650604,0,214,80,370,583,345,1596,818,5.0,-1.0,-438,-100,3,343,340,104,1,215,469,194,14110.0
2_40_100_28_float,3651,1657,170.45783132530119,38.24548192771084,104.35165662650604,0,214,80,370,583,345,1596,818,5.0,-1.0,-438,-100,3,344,341,104,1,215,469,194,14170.0
8_50_300_12_nonfl,3576,1657,139.1967455621302,-16.423076923076927,77.80991124260356,0,107,167,402,622,345,1361,636,8.5,-1.0,-398,-353,0,327,327,87,62,169,510,104,14585.0
10_40_700_20_float,3774,1657,84.30555555555556,-17.40204678362573,50.853801169590646,2,276,68,340,552,345,1274,523,0.0,-1.0,-467,-948,0,365,365,54,2,278,569,113,14780.0
10_40_500_20_float,3763,1657,79.0466472303207,-12.090379008746355,45.56851311953353,1,274,74,338,558,345,1274,523,0.0,-1.0,-473,-948,0,367,367,55,2,276,568,116,14790.0
8_30_700_28_float,3854,1657,48.46301775147929,-0.9275147928994084,24.69526627218935,1,282,95,299,514,345,1274,672,0.0,-1.0,-681,-948,2,401,399,36,1,283,531,144,14820.0
2_40_100_20_nonfl,3658,1657,152.13088235294114,27.763235294117646,89.94705882352942,0,110,179,391,608,345,1623,966,7.0,-1.0,-538,-120,1,316,315,101,85,195,421,174,14850.0
4_60_100_12_nonfl,3557,1657,178.38670694864052,16.166163141993962,97.27643504531723,0,99,152,411,641,345,1361,959,14.5,-1.0,-355,-120,0,304,304,108,67,166,451,144,14865.0
4_70_300_12_nonfl,3687,1657,128.45345345345345,-11.009009009009011,69.73123123123122,0,111,174,381,594,345,1361,959,4.0,-1.0,-495,-353,0,337,337,75,59,170,495,112,15090.0
8_50_500_12_nonfl,3638,1657,134.08579881656806,-29.75887573964497,81.92233727810651,2,107,167,402,619,345,1361,636,8.5,-1.0,-475,-948,0,336,336,86,67,174,516,93,15095.0
10_40_300_20_float,3777,1657,91.72448979591834,1.1326530612244898,46.42857142857143,0,264,76,346,568,345,1274,629,1.0,-1.0,-473,-270,0,356,356,63,1,265,556,129,15130.0
8_40_500_20_float,3819,1657,79.0466472303207,-12.090379008746355,45.56851311953353,1,274,74,338,559,345,1274,523,0.0,-1.0,-473,-948,0,372,372,55,2,276,568,116,15370.0
8_40_700_20_float,3840,1657,84.30555555555556,-17.40204678362573,50.853801169590646,2,276,68,340,553,345,1274,523,0.0,-1.0,-467,-948,0,371,371,54,2,278,569,113,15460.0
8_50_700_12_nonfl,3668,1657,133.5059171597633,-40.94674556213017,87.22633136094673,2,107,169,400,623,345,1297,653,8.0,-1.0,-475,-948,0,339,339,85,65,172,514,97,15490.0
6_60_500_12_nonfl,3700,1657,130.80149253731344,-25.695522388059697,78.24850746268658,2,109,169,392,610,345,1361,959,6.5,-1.0,-475,-948,0,337,337,80,64,173,504,102,15525.0
8_30_500_28_float,3908,1657,51.74041297935104,3.8082595870206486,27.774336283185843,0,276,95,307,523,345,1274,672,0.0,-1.0,-681,-382,2,407,405,40,1,277,532,145,15540.0
8_50_100_12_nonfl,3586,1657,187.5119760479042,8.83233532934132,98.17215568862277,0,97,144,427,659,345,1361,523,20.0,-1.0,-398,-120,0,307,307,117,70,167,467,131,15560.0
8_40_300_20_float,3822,1657,91.72448979591834,1.1326530612244898,46.42857142857143,0,264,76,346,569,345,1274,629,1.0,-1.0,-473,-270,0,360,360,63,1,265,556,129,15600.0
