run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
8_50_100_28_nonfl	2080	1657	120.0854119425548	40.59826152683296	80.34183673469389	0	252	829	1565	1597	1116	12.0	-1.0	-1157	-120	144	436	292	368	299	551	1447	900
6_40_500_36_float	2449	1657	35.421473245309244	13.350243224461432	24.385858234885337	2	905	582	1391	1385	901	0.0	-1.0	-804	-519	71	945	874	125	15	920	2077	786
4_60_700_12_nonfl	4614	1657	134.75543816034804	-45.48320895522388	90.11932355778596	14	358	709	2151	1490	959	31.0	-4.0	-981	-1005	3	2434	2431	444	294	652	2429	493
2_70_100_20_nonfl	2385	1657	101.26635514018692	35.34245660881175	68.30440587449934	0	334	948	1714	1499	966	8.0	-1.0	-1113	-120	51	502	451	344	305	639	1737	954
10_30_300_20_float	6300	1657	110.42188449848024	-8.072948328267477	59.247416413373855	3	898	405	1987	1383	805	18.0	-1.0	-625	-883	1	4139	4138	415	20	918	2657	613
4_70_700_36_nonfl	1363	1657	27.932560137457045	1.7422680412371134	14.83741408934708	10	374	791	1163	1388	806	0.0	-1.0	-1109	-821	217	364	147	50	316	690	1414	598
8_30_500_12_float	10339	1657	188.41033434650456	-33.60577507598784	111.0080547112462	7	657	243	2390	1494	836	70.0	-1.0	-757	-1008	0	7584	7584	731	26	683	2847	417
6_30_500_20_nonfl	3219	1657	82.60093457943925	-21.92216687422167	52.261550726830464	6	407	858	1945	1383	806	11.0	-2.0	-561	-746	10	1276	1266	289	372	779	2275	565
6_50_700_28_nonfl	1958	1657	46.43314162473041	-7.852264557872035	27.14270309130122	10	395	901	1486	1275	963	2.0	-1.0	-806	-821	92	533	441	110	342	737	1797	643
4_70_300_12_nonfl	3687	1657	121.55193992490614	-17.1558197747184	69.35387984981227	5	366	758	2072	1490	960	24.0	-3.0	-517	-443	8	1584	1576	394	294	660	2360	542
2_30_100_20_float	7451	1657	170.83647990255787	17.218940316686968	94.02771010962242	0	713	373	2198	1628	805	42.0	-1.0	-895	-174	2	4880	4878	652	26	739	2417	841
10_60_700_36_nonfl	1173	1657	32.53692905733722	0.5140913508260447	16.52551020408163	10	346	683	1029	1388	806	0.5	-1.0	-1109	-720	300	388	88	53	281	627	1275	502
4_30_700_36_nonfl	1971	1657	39.683650190114065	1.508745247148289	20.596197718631178	11	373	872	1385	1388	806	2.0	-1.0	-713	-821	138	668	530	114	348	721	1596	686
6_30_500_36_float	2526	1657	43.632434301521435	11.54944674965422	27.590940525587826	3	899	563	1430	1385	901	0.0	-1.0	-712	-588	70	985	915	153	15	914	2099	778
8_30_300_20_nonfl	2748	1657	99.89686098654708	-12.267136450992954	56.081998718770016	2	392	823	1907	1383	806	12.0	-1.0	-588	-546	30	800	770	344	365	757	2185	572
2_60_500_12_float	12303	1657	166.3179581795818	-28.800123001230013	97.55904059040591	7	713	297	2242	1494	962	54.0	-1.0	-757	-1008	1	9859	9858	588	26	739	2734	492
2_60_500_12_nonfl	7020	1657	130.47708978328174	-34.808049535603715	82.64256965944273	9	363	716	2151	1490	959	30.0	-4.0	-486	-1005	3	4842	4839	439	300	663	2441	489
